Area_Name,Year,Group_Name,Sub_Group_Name,Cases_Property_Recovered,Cases_Property_Stolen,Value_of_Property_Recovered,Value_of_Property_Stolen
Assam,2004,Dacoity -Property,1. Dacoity,65.0,360,3168829.0,15737176
Bihar,2004,Dacoity -Property,1. Dacoity,140.0,1319,5650680.0,80581664
Chandigarh,2004,Dacoity -Property,1. Dacoity,0.0,0,0.0,0
Chhattisgarh,2004,Dacoity -Property,1. Dacoity,30.0,106,4560404.0,36973703
Dadra & Nagar Haveli,2004,Dacoity -Property,1. Dacoity,3.0,3,433550.0,452250
Daman & Diu,2004,Dacoity -Property,1. Dacoity,0.0,0,0.0,0
Delhi,2004,Dacoity -Property,1. Dacoity,29.0,30,870000.0,4504322
Goa,2004,Dacoity -Property,1. Dacoity,2.0,5,203000.0,456650
Gujarat,2004,Dacoity -Property,1. Dacoity,160.0,348,28413195.0,108910792
Haryana,2004,Dacoity -Property,1. Dacoity,42.0,52,16370790.0,18937871
Himachal Pradesh,2004,Dacoity -Property,1. Dacoity,1.0,1,1350.0,1350
Jammu & Kashmir,2004,Dacoity -Property,1. Dacoity,0.0,28,0.0,8005781
Jharkhand,2004,Dacoity -Property,1. Dacoity,150.0,580,5804271.0,26053033
Karnataka,2004,Dacoity -Property,1. Dacoity,105.0,177,10843130.0,40702750
Kerala,2004,Dacoity -Property,1. Dacoity,56.0,114,11313177.0,33006692
Lakshadweep,2004,Dacoity -Property,1. Dacoity,0.0,0,0.0,0
Madhya Pradesh,2004,Dacoity -Property,1. Dacoity,94.0,147,15783586.0,24356418
Maharashtra,2004,Dacoity -Property,1. Dacoity,398.0,623,38410784.0,98823595
Manipur,2004,Dacoity -Property,1. Dacoity,0.0,2,0.0,85500
Meghalaya,2004,Dacoity -Property,1. Dacoity,7.0,71,247890.0,2596018
Mizoram,2004,Dacoity -Property,1. Dacoity,6.0,10,23800.0,53800
Nagaland,2004,Dacoity -Property,1. Dacoity,2.0,9,85460.0,149850
Odisha,2004,Dacoity -Property,1. Dacoity,121.0,238,7085213.0,16347964
Puducherry,2004,Dacoity -Property,1. Dacoity,0.0,0,0.0,0
Punjab,2004,Dacoity -Property,1. Dacoity,9.0,17,477700.0,3796341
Rajasthan,2004,Dacoity -Property,1. Dacoity,32.0,54,12344549.0,16535443
Sikkim,2004,Dacoity -Property,1. Dacoity,0.0,0,0.0,0
Tamil Nadu,2004,Dacoity -Property,1. Dacoity,62.0,72,50126850.0,53332298
Tripura,2004,Dacoity -Property,1. Dacoity,5.0,27,358448.0,1746790
Uttar Pradesh,2004,Dacoity -Property,1. Dacoity,159.0,254,22185529.0,47532330
Uttarakhand,2004,Dacoity -Property,1. Dacoity,17.0,31,1098413.0,5562841
West Bengal,2004,Dacoity -Property,1. Dacoity,88.0,212,8877022.0,38572732
Andaman & Nicobar Islands,2005,Dacoity -Property,1. Dacoity,0.0,0,0.0,0
Andhra Pradesh,2005,Dacoity -Property,1. Dacoity,159.0,245,19305553.0,29946537
Arunachal Pradesh,2005,Dacoity -Property,1. Dacoity,7.0,23,1065230.0,1988970
Assam,2005,Dacoity -Property,1. Dacoity,60.0,334,4900145.0,20152383
Bihar,2005,Dacoity -Property,1. Dacoity,160.0,1212,4305764.0,61652278
Chandigarh,2005,Dacoity -Property,1. Dacoity,0.0,0,0.0,0
Chhattisgarh,2005,Dacoity -Property,1. Dacoity,47.0,204,1048911.0,8653691
Dadra & Nagar Haveli,2005,Dacoity -Property,1. Dacoity,3.0,3,117200.0,117200
Daman & Diu,2005,Dacoity -Property,1. Dacoity,2.0,4,60300.0,493300
Delhi,2005,Dacoity -Property,1. Dacoity,26.0,27,2045400.0,13335996
Goa,2005,Dacoity -Property,1. Dacoity,2.0,2,1588200.0,2077574
Gujarat,2005,Dacoity -Property,1. Dacoity,157.0,277,17577759.0,32272584
Haryana,2005,Dacoity -Property,1. Dacoity,76.0,87,12484500.0,20960375
Himachal Pradesh,2005,Dacoity -Property,1. Dacoity,6.0,6,1268309.0,1302207
Jammu & Kashmir,2005,Dacoity -Property,1. Dacoity,0.0,13,0.0,259800
Jharkhand,2005,Dacoity -Property,1. Dacoity,123.0,592,5355750.0,30431289
Karnataka,2005,Dacoity -Property,1. Dacoity,100.0,208,21534065.0,48554229
Kerala,2005,Dacoity -Property,1. Dacoity,47.0,97,5862500.0,35468140
Lakshadweep,2005,Dacoity -Property,1. Dacoity,0.0,0,0.0,0
Madhya Pradesh,2005,Dacoity -Property,1. Dacoity,95.0,147,10852110.0,15713984
Maharashtra,2005,Dacoity -Property,1. Dacoity,368.0,625,34210419.0,91865056
Manipur,2005,Dacoity -Property,1. Dacoity,0.0,4,0.0,477000
Meghalaya,2005,Dacoity -Property,1. Dacoity,4.0,63,134650.0,12236375
Mizoram,2005,Dacoity -Property,1. Dacoity,1.0,3,4680.0,7500
Nagaland,2005,Dacoity -Property,1. Dacoity,5.0,12,2000.0,538320
Odisha,2005,Dacoity -Property,1. Dacoity,111.0,184,8184380.0,25720589
Puducherry,2005,Dacoity -Property,1. Dacoity,0.0,1,0.0,0
Punjab,2005,Dacoity -Property,1. Dacoity,23.0,27,5256429.0,7198811
Rajasthan,2005,Dacoity -Property,1. Dacoity,30.0,39,11949799.0,14404860
Sikkim,2005,Dacoity -Property,1. Dacoity,0.0,2,0.0,193000
Tamil Nadu,2005,Dacoity -Property,1. Dacoity,67.0,73,27058249.0,29513736
Tripura,2005,Dacoity -Property,1. Dacoity,7.0,22,385713.0,1804380
Uttar Pradesh,2005,Dacoity -Property,1. Dacoity,146.0,216,37886988.0,60477237
Uttarakhand,2005,Dacoity -Property,1. Dacoity,22.0,44,2121650.0,4136113
West Bengal,2005,Dacoity -Property,1. Dacoity,67.0,211,7527867.0,24361976
Andaman & Nicobar Islands,2006,Dacoity -Property,1. Dacoity,0.0,0,0.0,0
Andhra Pradesh,2006,Dacoity -Property,1. Dacoity,107.0,174,14806698.0,32668783
Arunachal Pradesh,2006,Dacoity -Property,1. Dacoity,10.0,28,112550.0,675603
Assam,2006,Dacoity -Property,1. Dacoity,44.0,319,8900900.0,25923980
Bihar,2006,Dacoity -Property,1. Dacoity,157.0,1001,5736475.0,60402542
Chandigarh,2006,Dacoity -Property,1. Dacoity,0.0,1,0.0,0
Chhattisgarh,2006,Dacoity -Property,1. Dacoity,68.0,160,2548974.0,16274786
Dadra & Nagar Haveli,2006,Dacoity -Property,1. Dacoity,1.0,5,10000.0,840000
Daman & Diu,2006,Dacoity -Property,1. Dacoity,1.0,8,117800.0,295600
Delhi,2006,Dacoity -Property,1. Dacoity,13.0,14,600.0,13163050
Goa,2006,Dacoity -Property,1. Dacoity,1.0,7,63900.0,741481
Gujarat,2006,Dacoity -Property,1. Dacoity,137.0,280,19823619.0,56772711
Haryana,2006,Dacoity -Property,1. Dacoity,90.0,104,28483415.0,33723720
Himachal Pradesh,2006,Dacoity -Property,1. Dacoity,3.0,7,460500.0,1509816
Jammu & Kashmir,2006,Dacoity -Property,1. Dacoity,3.0,10,48370.0,164343
Jharkhand,2006,Dacoity -Property,1. Dacoity,117.0,534,3563462.0,31178749
Karnataka,2006,Dacoity -Property,1. Dacoity,109.0,202,12926983.0,43736255
Kerala,2006,Dacoity -Property,1. Dacoity,55.0,119,21345161.0,63215996
Lakshadweep,2006,Dacoity -Property,1. Dacoity,0.0,0,0.0,0
Madhya Pradesh,2006,Dacoity -Property,1. Dacoity,96.0,151,17679151.0,31541959
Maharashtra,2006,Dacoity -Property,1. Dacoity,403.0,659,39054710.0,130520906
Manipur,2006,Dacoity -Property,1. Dacoity,0.0,2,0.0,1247500
Meghalaya,2006,Dacoity -Property,1. Dacoity,10.0,57,419144.0,5296886
Mizoram,2006,Dacoity -Property,1. Dacoity,2.0,4,254235.0,286546
Nagaland,2006,Dacoity -Property,1. Dacoity,2.0,15,59850.0,683770
Odisha,2006,Dacoity -Property,1. Dacoity,138.0,239,20947380.0,40429350
Puducherry,2006,Dacoity -Property,1. Dacoity,2.0,2,246000.0,263000
Punjab,2006,Dacoity -Property,1. Dacoity,19.0,35,1880190.0,5205892
Rajasthan,2006,Dacoity -Property,1. Dacoity,28.0,35,2402350.0,4241341
Sikkim,2006,Dacoity -Property,1. Dacoity,0.0,0,0.0,0
Tamil Nadu,2006,Dacoity -Property,1. Dacoity,87.0,95,26180871.0,30516077
Tripura,2006,Dacoity -Property,1. Dacoity,8.0,18,419201.0,1436535
Uttar Pradesh,2006,Dacoity -Property,1. Dacoity,85.0,107,26236571.0,42634147
Uttarakhand,2006,Dacoity -Property,1. Dacoity,17.0,30,503639.0,2539539
West Bengal,2006,Dacoity -Property,1. Dacoity,63.0,177,5459381.0,21667478
Andaman & Nicobar Islands,2007,Dacoity -Property,1. Dacoity,2.0,5,308000.0,648000
Andhra Pradesh,2007,Dacoity -Property,1. Dacoity,89.0,138,36502464.0,49272166
Arunachal Pradesh,2007,Dacoity -Property,1. Dacoity,9.0,16,109790.0,1625690
Assam,2007,Dacoity -Property,1. Dacoity,49.0,299,3318828.0,14613245
Bihar,2007,Dacoity -Property,1. Dacoity,122.0,686,10119615.0,60582150
Chandigarh,2007,Dacoity -Property,1. Dacoity,2.0,2,29000.0,29000
Chhattisgarh,2007,Dacoity -Property,1. Dacoity,33.0,115,4217777.0,7981751
Dadra & Nagar Haveli,2007,Dacoity -Property,1. Dacoity,1.0,1,1200.0,1200
Daman & Diu,2007,Dacoity -Property,1. Dacoity,0.0,3,0.0,393700
Delhi,2007,Dacoity -Property,1. Dacoity,30.0,34,1310250.0,6374650
Goa,2007,Dacoity -Property,1. Dacoity,4.0,7,1142309.0,13597350
Gujarat,2007,Dacoity -Property,1. Dacoity,142.0,232,21745848.0,69620588
Haryana,2007,Dacoity -Property,1. Dacoity,102.0,139,27558400.0,43920703
Himachal Pradesh,2007,Dacoity -Property,1. Dacoity,3.0,4,1555100.0,4091834
Jammu & Kashmir,2007,Dacoity -Property,1. Dacoity,2.0,11,30600.0,525600
Jharkhand,2007,Dacoity -Property,1. Dacoity,75.0,523,11251492.0,50039989
Karnataka,2007,Dacoity -Property,1. Dacoity,112.0,178,55823201.0,92970218
Kerala,2007,Dacoity -Property,1. Dacoity,51.0,108,11872686.0,121457955
Lakshadweep,2007,Dacoity -Property,1. Dacoity,0.0,0,0.0,0
Madhya Pradesh,2007,Dacoity -Property,1. Dacoity,84.0,143,64031147.0,85301705
Maharashtra,2007,Dacoity -Property,1. Dacoity,506.0,709,99587563.0,210757013
Manipur,2007,Dacoity -Property,1. Dacoity,0.0,3,0.0,114945
Meghalaya,2007,Dacoity -Property,1. Dacoity,16.0,55,388800.0,3618757
Mizoram,2007,Dacoity -Property,1. Dacoity,0.0,0,0.0,0
Nagaland,2007,Dacoity -Property,1. Dacoity,1.0,7,11500.0,3456280
Odisha,2007,Dacoity -Property,1. Dacoity,133.0,247,14807120.0,76757738
Puducherry,2007,Dacoity -Property,1. Dacoity,1.0,1,500000.0,500000
Punjab,2007,Dacoity -Property,1. Dacoity,30.0,37,1581901.0,4262534
Rajasthan,2007,Dacoity -Property,1. Dacoity,37.0,71,13223097.0,23686813
Sikkim,2007,Dacoity -Property,1. Dacoity,0.0,0,0.0,0
Tamil Nadu,2007,Dacoity -Property,1. Dacoity,79.0,88,54160562.0,60223770
Tripura,2007,Dacoity -Property,1. Dacoity,4.0,14,14850.0,1531502
Uttar Pradesh,2007,Dacoity -Property,1. Dacoity,98.0,125,14568980.0,26799279
Uttarakhand,2007,Dacoity -Property,1. Dacoity,24.0,33,767276.0,7537259
West Bengal,2007,Dacoity -Property,1. Dacoity,45.0,146,7280069.0,33575331
Andaman & Nicobar Islands,2008,Dacoity -Property,1. Dacoity,0.0,0,0.0,0
Andhra Pradesh,2008,Dacoity -Property,1. Dacoity,77.0,108,5175890.0,19165296
Arunachal Pradesh,2008,Dacoity -Property,1. Dacoity,10.0,14,1085820.0,1123220
Assam,2008,Dacoity -Property,1. Dacoity,67.0,312,4455010.0,26136146
Bihar,2008,Dacoity -Property,1. Dacoity,142.0,686,6960575.0,48724649
Chandigarh,2008,Dacoity -Property,1. Dacoity,1.0,1,110000.0,110000
Chhattisgarh,2008,Dacoity -Property,1. Dacoity,43.0,124,8922130.0,17215702
Dadra & Nagar Haveli,2008,Dacoity -Property,1. Dacoity,0.0,1,0.0,37000
Daman & Diu,2008,Dacoity -Property,1. Dacoity,0.0,2,0.0,1480000
Delhi,2008,Dacoity -Property,1. Dacoity,18.0,24,11733000.0,19249000
Goa,2008,Dacoity -Property,1. Dacoity,0.0,2,0.0,6100
Gujarat,2008,Dacoity -Property,1. Dacoity,144.0,245,20476176.0,47516980
Haryana,2008,Dacoity -Property,1. Dacoity,99.0,120,27846605.0,73685380
Himachal Pradesh,2008,Dacoity -Property,1. Dacoity,5.0,6,6613138.0,8031003
Jammu & Kashmir,2008,Dacoity -Property,1. Dacoity,2.0,2,225000.0,279500
Jharkhand,2008,Dacoity -Property,1. Dacoity,89.0,416,4555825.0,89340742
Karnataka,2008,Dacoity -Property,1. Dacoity,173.0,268,59400800.0,100090700
Kerala,2008,Dacoity -Property,1. Dacoity,53.0,85,6063642.0,110557290
Lakshadweep,2008,Dacoity -Property,1. Dacoity,0.0,0,0.0,0
Madhya Pradesh,2008,Dacoity -Property,1. Dacoity,118.0,160,19281644.0,37704449
Maharashtra,2008,Dacoity -Property,1. Dacoity,568.0,795,46741350.0,203761313
Manipur,2008,Dacoity -Property,1. Dacoity,0.0,1,0.0,43000
Meghalaya,2008,Dacoity -Property,1. Dacoity,5.0,48,241000.0,2470722
Mizoram,2008,Dacoity -Property,1. Dacoity,0.0,2,0.0,156850
Nagaland,2008,Dacoity -Property,1. Dacoity,2.0,6,42000.0,1087500
Odisha,2008,Dacoity -Property,1. Dacoity,150.0,303,31230015.0,91493666
Puducherry,2008,Dacoity -Property,1. Dacoity,10.0,10,1456400.0,1923300
Punjab,2008,Dacoity -Property,1. Dacoity,32.0,40,7860028.0,9574280
Rajasthan,2008,Dacoity -Property,1. Dacoity,35.0,59,14855312.0,28940271
Sikkim,2008,Dacoity -Property,1. Dacoity,0.0,1,0.0,124500
Tamil Nadu,2008,Dacoity -Property,1. Dacoity,90.0,100,53840118.0,68092664
Tripura,2008,Dacoity -Property,1. Dacoity,0.0,13,0.0,1320120
Uttar Pradesh,2008,Dacoity -Property,1. Dacoity,84.0,103,29359674.0,38492225
Uttarakhand,2008,Dacoity -Property,1. Dacoity,6.0,10,2637000.0,3026200
West Bengal,2008,Dacoity -Property,1. Dacoity,57.0,184,5611895.0,33357037
Andaman & Nicobar Islands,2009,Dacoity -Property,1. Dacoity,0.0,0,0.0,0
Andhra Pradesh,2009,Dacoity -Property,1. Dacoity,51.0,101,14981520.0,24465809
Arunachal Pradesh,2009,Dacoity -Property,1. Dacoity,14.0,20,2721500.0,4500600
Assam,2009,Dacoity -Property,1. Dacoity,37.0,251,23132331.0,49749892
Bihar,2009,Dacoity -Property,1. Dacoity,131.0,654,8337986.0,45538299
Chandigarh,2009,Dacoity -Property,1. Dacoity,4.0,4,515000.0,515000
Chhattisgarh,2009,Dacoity -Property,1. Dacoity,39.0,134,2515870.0,13892747
Dadra & Nagar Haveli,2009,Dacoity -Property,1. Dacoity,4.0,9,1970600.0,4570769
Daman & Diu,2009,Dacoity -Property,1. Dacoity,0.0,0,0.0,0
Delhi,2009,Dacoity -Property,1. Dacoity,24.0,36,12222566.0,35479000
Goa,2009,Dacoity -Property,1. Dacoity,2.0,4,718865.0,2255300
Gujarat,2009,Dacoity -Property,1. Dacoity,135.0,243,37169667.0,73734850
Haryana,2009,Dacoity -Property,1. Dacoity,112.0,153,34545985.0,61000202
Himachal Pradesh,2009,Dacoity -Property,1. Dacoity,4.0,4,2304700.0,3313700
Jammu & Kashmir,2009,Dacoity -Property,1. Dacoity,1.0,1,810000.0,835000
Jharkhand,2009,Dacoity -Property,1. Dacoity,107.0,412,6140023.0,76188451
Karnataka,2009,Dacoity -Property,1. Dacoity,178.0,273,95860505.0,113802875
Kerala,2009,Dacoity -Property,1. Dacoity,70.0,102,22351474.0,41331781
Lakshadweep,2009,Dacoity -Property,1. Dacoity,0.0,3,0.0,500000
Madhya Pradesh,2009,Dacoity -Property,1. Dacoity,86.0,117,21361603.0,27798379
Maharashtra,2009,Dacoity -Property,1. Dacoity,539.0,772,71993623.0,170660614
Manipur,2009,Dacoity -Property,1. Dacoity,0.0,1,0.0,35000
Meghalaya,2009,Dacoity -Property,1. Dacoity,7.0,60,177270.0,2966364
Mizoram,2009,Dacoity -Property,1. Dacoity,0.0,2,0.0,3000
Nagaland,2009,Dacoity -Property,1. Dacoity,0.0,8,0.0,627025
Odisha,2009,Dacoity -Property,1. Dacoity,149.0,380,45455053.0,150458832
Puducherry,2009,Dacoity -Property,1. Dacoity,7.0,7,2056000.0,2056400
Punjab,2009,Dacoity -Property,1. Dacoity,31.0,37,3420850.0,5935802
Rajasthan,2009,Dacoity -Property,1. Dacoity,45.0,53,66671880.0,77975765
Sikkim,2009,Dacoity -Property,1. Dacoity,0.0,0,0.0,0
Tamil Nadu,2009,Dacoity -Property,1. Dacoity,78.0,97,34064303.0,47192518
Tripura,2009,Dacoity -Property,1. Dacoity,3.0,7,228000.0,515000
Uttar Pradesh,2009,Dacoity -Property,1. Dacoity,112.0,149,46315880.0,87757928
Uttarakhand,2009,Dacoity -Property,1. Dacoity,22.0,24,2499500.0,3599100
West Bengal,2009,Dacoity -Property,1. Dacoity,41.0,214,17211324.0,63527302
Andaman & Nicobar Islands,2010,Dacoity -Property,1. Dacoity,0.0,1,0.0,86150
Andhra Pradesh,2010,Dacoity -Property,1. Dacoity,97.0,133,18607717.0,30276549
Arunachal Pradesh,2010,Dacoity -Property,1. Dacoity,5.0,15,349000.0,1258330
Assam,2010,Dacoity -Property,1. Dacoity,43.0,248,12335002.0,46803955
Bihar,2010,Dacoity -Property,1. Dacoity,125.0,644,8596846.0,64448938
Chandigarh,2010,Dacoity -Property,1. Dacoity,5.0,5,36000.0,36000
Chhattisgarh,2010,Dacoity -Property,1. Dacoity,36.0,122,8225470.0,42282293
Dadra & Nagar Haveli,2010,Dacoity -Property,1. Dacoity,0.0,2,0.0,405000
Daman & Diu,2010,Dacoity -Property,1. Dacoity,5.0,6,1410000.0,2588000
Delhi,2010,Dacoity -Property,1. Dacoity,27.0,32,3075000.0,14044500
Goa,2010,Dacoity -Property,1. Dacoity,2.0,2,150000.0,270000
Gujarat,2010,Dacoity -Property,1. Dacoity,122.0,180,21733654.0,107788928
Haryana,2010,Dacoity -Property,1. Dacoity,103.0,147,56906440.0,82418528
Himachal Pradesh,2010,Dacoity -Property,1. Dacoity,1.0,2,250000.0,838400
Jammu & Kashmir,2010,Dacoity -Property,1. Dacoity,2.0,5,16500.0,397190
Jharkhand,2010,Dacoity -Property,1. Dacoity,104.0,335,11413820.0,43681106
Karnataka,2010,Dacoity -Property,1. Dacoity,186.0,272,58827626.0,70325623
Kerala,2010,Dacoity -Property,1. Dacoity,33.0,71,2665230.0,8078175
Lakshadweep,2010,Dacoity -Property,1. Dacoity,0.0,0,0.0,0
Madhya Pradesh,2010,Dacoity -Property,1. Dacoity,81.0,110,7021484540.0,7050070892
Maharashtra,2010,Dacoity -Property,1. Dacoity,569.0,765,137404539.0,218670715
Manipur,2010,Dacoity -Property,1. Dacoity,0.0,0,0.0,0
Meghalaya,2010,Dacoity -Property,1. Dacoity,6.0,33,89970.0,1655070
Mizoram,2010,Dacoity -Property,1. Dacoity,1.0,3,302000.0,397000
Nagaland,2010,Dacoity -Property,1. Dacoity,1.0,3,3000.0,16040
Odisha,2010,Dacoity -Property,1. Dacoity,187.0,346,20104915.0,84697959
Puducherry,2010,Dacoity -Property,1. Dacoity,2.0,2,2300000.0,2300000
Punjab,2010,Dacoity -Property,1. Dacoity,51.0,65,26338335.0,62562705
Rajasthan,2010,Dacoity -Property,1. Dacoity,25.0,36,27598990.0,29620960
Sikkim,2010,Dacoity -Property,1. Dacoity,0.0,1,0.0,6000
Tamil Nadu,2010,Dacoity -Property,1. Dacoity,74.0,85,62272356.0,80347154
Tripura,2010,Dacoity -Property,1. Dacoity,5.0,16,59000.0,811800
Uttar Pradesh,2010,Dacoity -Property,1. Dacoity,134.0,170,48700047.0,78967688
Uttarakhand,2010,Dacoity -Property,1. Dacoity,8.0,9,2546350.0,9226550
West Bengal,2010,Dacoity -Property,1. Dacoity,69.0,288,17476848.0,117321249
Andaman & Nicobar Islands,2001,Other heads of Property,6. Other Property,0.0,0,0.0,0
Andhra Pradesh,2001,Other heads of Property,6. Other Property,154.0,360,3293943.0,7786220
Arunachal Pradesh,2001,Other heads of Property,6. Other Property,1.0,20,4730.0,1204096
Assam,2001,Other heads of Property,6. Other Property,148.0,395,3459533.0,11379457
Bihar,2001,Other heads of Property,6. Other Property,285.0,1164,4527015.0,11368139
Chandigarh,2001,Other heads of Property,6. Other Property,2.0,2,101000.0,101000
Chhattisgarh,2001,Other heads of Property,6. Other Property,170.0,366,2310687.0,7145770
Dadra & Nagar Haveli,2001,Other heads of Property,6. Other Property,2.0,12,351780.0,3127831
Daman & Diu,2001,Other heads of Property,6. Other Property,0.0,7,0.0,3669850
Delhi,2001,Other heads of Property,6. Other Property,578.0,1714,13695153.0,841921782
Goa,2001,Other heads of Property,6. Other Property,1.0,34,10000.0,122480590
Gujarat,2001,Other heads of Property,6. Other Property,500.0,1243,12975707.0,213828834
Haryana,2001,Other heads of Property,6. Other Property,288.0,326,28709985.0,29351785
Himachal Pradesh,2001,Other heads of Property,6. Other Property,30.0,76,1007779.0,1673423
Jammu & Kashmir,2001,Other heads of Property,6. Other Property,0.0,0,0.0,0
Jharkhand,2001,Other heads of Property,6. Other Property,69.0,253,985394.0,11010074
Karnataka,2001,Other heads of Property,6. Other Property,145.0,325,4216802.0,10530737
Kerala,2001,Other heads of Property,6. Other Property,1.0,1,12500.0,12500
Lakshadweep,2001,Other heads of Property,6. Other Property,0.0,0,0.0,0
Madhya Pradesh,2001,Other heads of Property,6. Other Property,388.0,1331,3349521.0,20579958
Maharashtra,2001,Other heads of Property,6. Other Property,1133.0,2491,66749060.0,941300124
Manipur,2001,Other heads of Property,6. Other Property,23.0,91,2377000.0,10659750
Meghalaya,2001,Other heads of Property,6. Other Property,16.0,32,177365.0,1180415
Mizoram,2001,Other heads of Property,6. Other Property,56.0,186,2683220.0,4467540
Nagaland,2001,Other heads of Property,6. Other Property,18.0,133,1226687.0,51036027
Odisha,2001,Other heads of Property,6. Other Property,154.0,187,252396.0,4433658
Puducherry,2001,Other heads of Property,6. Other Property,1.0,2,750.0,57550
Punjab,2001,Other heads of Property,6. Other Property,472.0,481,61062478.0,61062478
Rajasthan,2001,Other heads of Property,6. Other Property,1307.0,2341,23094744.0,26975847
Sikkim,2001,Other heads of Property,6. Other Property,0.0,1,0.0,50000
Tamil Nadu,2001,Other heads of Property,6. Other Property,360.0,839,68489411.0,220705814
Tripura,2001,Other heads of Property,6. Other Property,4.0,29,35000.0,2317000
