Area_Name,Year,Group_Name,Sub_Group_Name,Trial_of_Violent_Crimes_by_Courts_By_Confession,Trial_of_Violent_Crimes_by_Courts_By_trial,Trial_of_Violent_Crimes_by_Courts_Total
Chhattisgarh,2006,TVC- Robbery,08. Robbery,96.0,149,245
Daman & Diu,2006,TVC- Robbery,08. Robbery,0.0,0,0
Gujarat,2006,TVC- Robbery,08. Robbery,10.0,342,352
Himachal Pradesh,2006,TVC- Robbery,08. Robbery,0.0,12,12
Jammu & Kashmir,2006,TVC- Robbery,08. Robbery,0.0,36,36
Jharkhand,2006,TVC- Robbery,08. Robbery,2.0,259,261
Karnataka,2006,TVC- Robbery,08. Robbery,0.0,607,607
Maharashtra,2006,TVC- Robbery,08. Robbery,3.0,917,920
Manipur,2006,TVC- Robbery,08. Robbery,0.0,1,1
Meghalaya,2006,TVC- Robbery,08. Robbery,3.0,30,33
Mizoram,2006,TVC- Robbery,08. Robbery,0.0,5,5
Nagaland,2006,TVC- Robbery,08. Robbery,29.0,30,59
Odisha,2006,TVC- Robbery,08. Robbery,0.0,567,567
Rajasthan,2006,TVC- Robbery,08. Robbery,0.0,558,558
Tamil Nadu,2006,TVC- Robbery,08. Robbery,1.0,401,402
Uttar Pradesh,2006,TVC- Robbery,08. Robbery,0.0,1612,1612
West Bengal,2006,TVC- Robbery,08. Robbery,0.0,263,263
Andhra Pradesh,2007,TVC- Robbery,08. Robbery,3.0,459,462
Arunachal Pradesh,2007,TVC- Robbery,08. Robbery,0.0,19,19
Assam,2007,TVC- Robbery,08. Robbery,12.0,274,286
Bihar,2007,TVC- Robbery,08. Robbery,0.0,773,773
Chandigarh,2007,TVC- Robbery,08. Robbery,0.0,18,18
Chhattisgarh,2007,TVC- Robbery,08. Robbery,88.0,157,245
Daman & Diu,2007,TVC- Robbery,08. Robbery,0.0,0,0
Gujarat,2007,TVC- Robbery,08. Robbery,8.0,285,293
Haryana,2007,TVC- Robbery,08. Robbery,0.0,236,236
Himachal Pradesh,2007,TVC- Robbery,08. Robbery,0.0,14,14
Jammu & Kashmir,2007,TVC- Robbery,08. Robbery,0.0,28,28
Jharkhand,2007,TVC- Robbery,08. Robbery,2.0,425,427
Karnataka,2007,TVC- Robbery,08. Robbery,0.0,831,831
Madhya Pradesh,2007,TVC- Robbery,08. Robbery,0.0,1144,1144
Maharashtra,2007,TVC- Robbery,08. Robbery,7.0,945,952
Manipur,2007,TVC- Robbery,08. Robbery,0.0,0,0
Meghalaya,2007,TVC- Robbery,08. Robbery,0.0,18,18
Mizoram,2007,TVC- Robbery,08. Robbery,0.0,18,18
Nagaland,2007,TVC- Robbery,08. Robbery,0.0,30,30
Odisha,2007,TVC- Robbery,08. Robbery,0.0,425,425
Tamil Nadu,2007,TVC- Robbery,08. Robbery,3.0,382,385
West Bengal,2007,TVC- Robbery,08. Robbery,0.0,279,279
Andhra Pradesh,2008,TVC- Robbery,08. Robbery,0.0,404,404
Arunachal Pradesh,2008,TVC- Robbery,08. Robbery,0.0,22,22
Assam,2008,TVC- Robbery,08. Robbery,6.0,228,234
Bihar,2008,TVC- Robbery,08. Robbery,0.0,784,784
Chhattisgarh,2008,TVC- Robbery,08. Robbery,76.0,191,267
Gujarat,2008,TVC- Robbery,08. Robbery,10.0,317,327
Haryana,2008,TVC- Robbery,08. Robbery,0.0,299,299
Himachal Pradesh,2008,TVC- Robbery,08. Robbery,0.0,11,11
Jammu & Kashmir,2008,TVC- Robbery,08. Robbery,0.0,29,29
Jharkhand,2008,TVC- Robbery,08. Robbery,18.0,500,518
Karnataka,2008,TVC- Robbery,08. Robbery,28.0,587,615
Maharashtra,2008,TVC- Robbery,08. Robbery,13.0,1047,1060
Manipur,2008,TVC- Robbery,08. Robbery,0.0,0,0
Meghalaya,2008,TVC- Robbery,08. Robbery,3.0,21,24
Mizoram,2008,TVC- Robbery,08. Robbery,0.0,5,5
Nagaland,2008,TVC- Robbery,08. Robbery,4.0,17,21
Odisha,2008,TVC- Robbery,08. Robbery,0.0,606,606
Tamil Nadu,2008,TVC- Robbery,08. Robbery,2.0,407,409
West Bengal,2008,TVC- Robbery,08. Robbery,0.0,204,204
Andhra Pradesh,2009,TVC- Robbery,08. Robbery,2.0,363,365
Arunachal Pradesh,2009,TVC- Robbery,08. Robbery,0.0,11,11
Assam,2009,TVC- Robbery,08. Robbery,7.0,144,151
Bihar,2009,TVC- Robbery,08. Robbery,0.0,706,706
Chandigarh,2009,TVC- Robbery,08. Robbery,0.0,11,11
Chhattisgarh,2009,TVC- Robbery,08. Robbery,91.0,180,271
Gujarat,2009,TVC- Robbery,08. Robbery,2.0,228,230
Haryana,2009,TVC- Robbery,08. Robbery,0.0,285,285
Himachal Pradesh,2009,TVC- Robbery,08. Robbery,0.0,9,9
Jammu & Kashmir,2009,TVC- Robbery,08. Robbery,0.0,43,43
Jharkhand,2009,TVC- Robbery,08. Robbery,3.0,529,532
Karnataka,2009,TVC- Robbery,08. Robbery,5.0,537,542
Madhya Pradesh,2009,TVC- Robbery,08. Robbery,0.0,1170,1170
Maharashtra,2009,TVC- Robbery,08. Robbery,1.0,934,935
Manipur,2009,TVC- Robbery,08. Robbery,0.0,0,0
Meghalaya,2009,TVC- Robbery,08. Robbery,1.0,16,17
Nagaland,2009,TVC- Robbery,08. Robbery,6.0,26,32
Odisha,2009,TVC- Robbery,08. Robbery,0.0,533,533
Tamil Nadu,2009,TVC- Robbery,08. Robbery,7.0,361,368
Tripura,2009,TVC- Robbery,08. Robbery,0.0,32,32
West Bengal,2009,TVC- Robbery,08. Robbery,0.0,139,139
Andaman & Nicobar Islands,2010,TVC- Robbery,08. Robbery,0.0,5,5
Andhra Pradesh,2010,TVC- Robbery,08. Robbery,2.0,483,485
Arunachal Pradesh,2010,TVC- Robbery,08. Robbery,0.0,22,22
Assam,2010,TVC- Robbery,08. Robbery,9.0,129,138
Chandigarh,2010,TVC- Robbery,08. Robbery,0.0,33,33
Chhattisgarh,2010,TVC- Robbery,08. Robbery,63.0,194,257
Goa,2010,TVC- Robbery,08. Robbery,0.0,6,6
Gujarat,2010,TVC- Robbery,08. Robbery,18.0,270,288
Himachal Pradesh,2010,TVC- Robbery,08. Robbery,0.0,7,7
Jammu & Kashmir,2010,TVC- Robbery,08. Robbery,0.0,19,19
Jharkhand,2010,TVC- Robbery,08. Robbery,1.0,500,501
Karnataka,2010,TVC- Robbery,08. Robbery,55.0,1686,1741
Kerala,2010,TVC- Robbery,08. Robbery,0.0,397,397
Maharashtra,2010,TVC- Robbery,08. Robbery,2.0,1096,1098
Manipur,2010,TVC- Robbery,08. Robbery,0.0,0,0
Meghalaya,2010,TVC- Robbery,08. Robbery,0.0,14,14
Mizoram,2010,TVC- Robbery,08. Robbery,1.0,9,10
Nagaland,2010,TVC- Robbery,08. Robbery,5.0,53,58
Odisha,2010,TVC- Robbery,08. Robbery,0.0,835,835
Tamil Nadu,2010,TVC- Robbery,08. Robbery,7.0,616,623
West Bengal,2010,TVC- Robbery,08. Robbery,0.0,143,143
Andhra Pradesh,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),56.0,8768,8824
Arunachal Pradesh,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,70,70
Assam,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),172.0,3833,4005
Bihar,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),17.0,13117,13134
Chandigarh,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,117,117
Chhattisgarh,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),874.0,1527,2401
Delhi,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),439.0,1907,2346
Gujarat,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),35.0,2910,2945
Haryana,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),78.0,3370,3448
Himachal Pradesh,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,758,758
Jammu & Kashmir,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,1203,1203
Jharkhand,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),73.0,4196,4269
Karnataka,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),27.0,9361,9388
Kerala,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),165.0,4338,4503
Maharashtra,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),216.0,9374,9590
Meghalaya,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),21.0,77,98
Mizoram,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),17.0,89,106
Nagaland,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),25.0,22,47
Odisha,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,5102,5102
Punjab,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),4.0,1835,1839
Sikkim,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),7.0,22,29
Tamil Nadu,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),285.0,9204,9489
Uttar Pradesh,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),70.0,24390,24460
Uttarakhand,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),53.0,964,1017
West Bengal,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),9.0,4534,4543
Andaman & Nicobar Islands,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,23,23
Andhra Pradesh,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),2.0,9522,9524
Assam,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),95.0,3297,3392
Bihar,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),13.0,11345,11358
Chandigarh,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,123,123
Chhattisgarh,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),2448.0,3109,5557
Daman & Diu,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,19,19
Delhi,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,1867,1867
Gujarat,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),40.0,3092,3132
Haryana,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),12.0,3300,3312
Himachal Pradesh,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),21.0,601,622
Jammu & Kashmir,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,1306,1306
Jharkhand,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),86.0,6660,6746
Karnataka,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,8274,8274
Kerala,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),45.0,4674,4719
Lakshadweep,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,4,4
Madhya Pradesh,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),186.0,11876,12062
Maharashtra,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),119.0,11135,11254
Meghalaya,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),8.0,82,90
Mizoram,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),21.0,44,65
Nagaland,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),6.0,44,50
Odisha,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,4440,4440
Puducherry,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),118.0,189,307
Punjab,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,2084,2084
Rajasthan,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),60.0,16731,16791
Sikkim,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),7.0,63,70
Tamil Nadu,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),427.0,9909,10336
Uttar Pradesh,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),29.0,28292,28321
Uttarakhand,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),48.0,913,961
West Bengal,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,5971,5971
Andaman & Nicobar Islands,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,19,19
Andhra Pradesh,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,8301,8301
Arunachal Pradesh,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,30,30
Assam,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),102.0,3952,4054
Bihar,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,14693,14693
Chandigarh,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,106,106
Chhattisgarh,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,2551,2551
Daman & Diu,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,14,14
Gujarat,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),44.0,4131,4175
Haryana,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),9.0,3390,3399
Himachal Pradesh,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),35.0,689,724
Jammu & Kashmir,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),1.0,1020,1021
Jharkhand,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),6.0,5553,5559
Karnataka,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),14.0,8753,8767
Kerala,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),80.0,5128,5208
Lakshadweep,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,2,2
Maharashtra,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),214.0,11133,11347
Meghalaya,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),4.0,52,56
Mizoram,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),49.0,37,86
Nagaland,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,61,61
Odisha,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,5671,5671
Puducherry,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),67.0,34,101
Punjab,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,2185,2185
Rajasthan,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),37.0,12266,12303
Tamil Nadu,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),688.0,10009,10697
Uttar Pradesh,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),39.0,23333,23372
Uttarakhand,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),30.0,852,882
West Bengal,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),33.0,6533,6566
Andhra Pradesh,2004,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,9119,9119
Arunachal Pradesh,2004,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,42,42
Assam,2004,TVC- Total,12. Total Trials (Sum of 1-11 Above),183.0,4664,4847
Bihar,2004,TVC- Total,12. Total Trials (Sum of 1-11 Above),5.0,14676,14681
Chandigarh,2004,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,124,124
Chhattisgarh,2004,TVC- Total,12. Total Trials (Sum of 1-11 Above),162.0,2786,2948
Dadra & Nagar Haveli,2004,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,38,38
Gujarat,2004,TVC- Total,12. Total Trials (Sum of 1-11 Above),38.0,4197,4235
Haryana,2004,TVC- Total,12. Total Trials (Sum of 1-11 Above),8.0,3172,3180
Himachal Pradesh,2004,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,1258,1258
Jammu & Kashmir,2004,TVC- Total,12. Total Trials (Sum of 1-11 Above),8.0,1278,1286
Jharkhand,2004,TVC- Total,12. Total Trials (Sum of 1-11 Above),14.0,5545,5559
Karnataka,2004,TVC- Total,12. Total Trials (Sum of 1-11 Above),14.0,10196,10210
Kerala,2004,TVC- Total,12. Total Trials (Sum of 1-11 Above),72.0,6085,6157
Maharashtra,2004,TVC- Total,12. Total Trials (Sum of 1-11 Above),56.0,10707,10763
Manipur,2004,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,13,13
Meghalaya,2004,TVC- Total,12. Total Trials (Sum of 1-11 Above),1.0,72,73
Mizoram,2004,TVC- Total,12. Total Trials (Sum of 1-11 Above),40.0,248,288
Nagaland,2004,TVC- Total,12. Total Trials (Sum of 1-11 Above),23.0,384,407
Odisha,2004,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,5808,5808
Punjab,2004,TVC- Total,12. Total Trials (Sum of 1-11 Above),468.0,1508,1976
Rajasthan,2004,TVC- Total,12. Total Trials (Sum of 1-11 Above),33.0,10805,10838
Sikkim,2004,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,31,31
Tamil Nadu,2004,TVC- Total,12. Total Trials (Sum of 1-11 Above),175.0,9395,9570
Uttar Pradesh,2004,TVC- Total,12. Total Trials (Sum of 1-11 Above),19.0,23134,23153
Uttarakhand,2004,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,880,880
West Bengal,2004,TVC- Total,12. Total Trials (Sum of 1-11 Above),59.0,4514,4573
Andhra Pradesh,2005,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,8631,8631
Arunachal Pradesh,2005,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,91,91
Assam,2005,TVC- Total,12. Total Trials (Sum of 1-11 Above),135.0,4279,4414
Bihar,2005,TVC- Total,12. Total Trials (Sum of 1-11 Above),9.0,15274,15283
Chandigarh,2005,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,81,81
Chhattisgarh,2005,TVC- Total,12. Total Trials (Sum of 1-11 Above),1213.0,1895,3108
Goa,2005,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,136,136
Gujarat,2005,TVC- Total,12. Total Trials (Sum of 1-11 Above),53.0,3396,3449
Haryana,2005,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,3325,3325
Himachal Pradesh,2005,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,889,889
Jammu & Kashmir,2005,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,1378,1378
Jharkhand,2005,TVC- Total,12. Total Trials (Sum of 1-11 Above),177.0,5435,5612
Karnataka,2005,TVC- Total,12. Total Trials (Sum of 1-11 Above),13.0,11071,11084
Kerala,2005,TVC- Total,12. Total Trials (Sum of 1-11 Above),1.0,6741,6742
Maharashtra,2005,TVC- Total,12. Total Trials (Sum of 1-11 Above),45.0,10873,10918
Manipur,2005,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,11,11
Meghalaya,2005,TVC- Total,12. Total Trials (Sum of 1-11 Above),5.0,81,86
Mizoram,2005,TVC- Total,12. Total Trials (Sum of 1-11 Above),17.0,69,86
Nagaland,2005,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,672,672
Odisha,2005,TVC- Total,12. Total Trials (Sum of 1-11 Above),77.0,4717,4794
Punjab,2005,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,1568,1568
Rajasthan,2005,TVC- Total,12. Total Trials (Sum of 1-11 Above),33.0,9852,9885
Tamil Nadu,2005,TVC- Total,12. Total Trials (Sum of 1-11 Above),144.0,9915,10059
Uttar Pradesh,2005,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,22302,22302
West Bengal,2005,TVC- Total,12. Total Trials (Sum of 1-11 Above),23.0,4828,4851
Andhra Pradesh,2006,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,9158,9158
Arunachal Pradesh,2006,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,64,64
Assam,2006,TVC- Total,12. Total Trials (Sum of 1-11 Above),176.0,4532,4708
Bihar,2006,TVC- Total,12. Total Trials (Sum of 1-11 Above),430.0,17392,17822
Chandigarh,2006,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,146,146
Chhattisgarh,2006,TVC- Total,12. Total Trials (Sum of 1-11 Above),1180.0,1599,2779
Dadra & Nagar Haveli,2006,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,32,32
Daman & Diu,2006,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,22,22
Gujarat,2006,TVC- Total,12. Total Trials (Sum of 1-11 Above),86.0,3610,3696
Himachal Pradesh,2006,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,627,627
Jammu & Kashmir,2006,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,1426,1426
Jharkhand,2006,TVC- Total,12. Total Trials (Sum of 1-11 Above),28.0,7268,7296
Karnataka,2006,TVC- Total,12. Total Trials (Sum of 1-11 Above),2.0,9492,9494
Lakshadweep,2006,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,0,0
Maharashtra,2006,TVC- Total,12. Total Trials (Sum of 1-11 Above),25.0,9840,9865
Manipur,2006,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,11,11
Meghalaya,2006,TVC- Total,12. Total Trials (Sum of 1-11 Above),11.0,163,174
Mizoram,2006,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,240,240
Nagaland,2006,TVC- Total,12. Total Trials (Sum of 1-11 Above),65.0,59,124
Odisha,2006,TVC- Total,12. Total Trials (Sum of 1-11 Above),1.0,4520,4521
Rajasthan,2006,TVC- Total,12. Total Trials (Sum of 1-11 Above),5.0,10099,10104
Tamil Nadu,2006,TVC- Total,12. Total Trials (Sum of 1-11 Above),30.0,7368,7398
Uttar Pradesh,2006,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,22476,22476
West Bengal,2006,TVC- Total,12. Total Trials (Sum of 1-11 Above),32.0,8585,8617
Andhra Pradesh,2007,TVC- Total,12. Total Trials (Sum of 1-11 Above),3.0,9310,9313
Arunachal Pradesh,2007,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,51,51
Assam,2007,TVC- Total,12. Total Trials (Sum of 1-11 Above),234.0,4663,4897
Bihar,2007,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,18254,18254
Chandigarh,2007,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,148,148
Chhattisgarh,2007,TVC- Total,12. Total Trials (Sum of 1-11 Above),1080.0,1768,2848
Daman & Diu,2007,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,17,17
Gujarat,2007,TVC- Total,12. Total Trials (Sum of 1-11 Above),100.0,3020,3120
Haryana,2007,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,3037,3037
Himachal Pradesh,2007,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,645,645
Jammu & Kashmir,2007,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,1354,1354
Jharkhand,2007,TVC- Total,12. Total Trials (Sum of 1-11 Above),80.0,8304,8384
Karnataka,2007,TVC- Total,12. Total Trials (Sum of 1-11 Above),26.0,8785,8811
Lakshadweep,2007,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,1,1
Madhya Pradesh,2007,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,12198,12198
Maharashtra,2007,TVC- Total,12. Total Trials (Sum of 1-11 Above),27.0,9321,9348
Manipur,2007,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,17,17
Meghalaya,2007,TVC- Total,12. Total Trials (Sum of 1-11 Above),7.0,83,90
Mizoram,2007,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,142,142
Nagaland,2007,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,151,151
Odisha,2007,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,3921,3921
Tamil Nadu,2007,TVC- Total,12. Total Trials (Sum of 1-11 Above),28.0,6871,6899
West Bengal,2007,TVC- Total,12. Total Trials (Sum of 1-11 Above),8.0,6604,6612
Andhra Pradesh,2008,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,8222,8222
Arunachal Pradesh,2008,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,39,39
Assam,2008,TVC- Total,12. Total Trials (Sum of 1-11 Above),170.0,3547,3717
Bihar,2008,TVC- Total,12. Total Trials (Sum of 1-11 Above),1.0,15204,15205
Chhattisgarh,2008,TVC- Total,12. Total Trials (Sum of 1-11 Above),1085.0,2280,3365
Gujarat,2008,TVC- Total,12. Total Trials (Sum of 1-11 Above),80.0,3195,3275
Haryana,2008,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,3612,3612
Himachal Pradesh,2008,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,728,728
Jammu & Kashmir,2008,TVC- Total,12. Total Trials (Sum of 1-11 Above),2.0,1005,1007
Jharkhand,2008,TVC- Total,12. Total Trials (Sum of 1-11 Above),391.0,6215,6606
Karnataka,2008,TVC- Total,12. Total Trials (Sum of 1-11 Above),263.0,8437,8700
Kerala,2008,TVC- Total,12. Total Trials (Sum of 1-11 Above),8.0,6695,6703
Maharashtra,2008,TVC- Total,12. Total Trials (Sum of 1-11 Above),38.0,12185,12223
Manipur,2008,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,11,11
Meghalaya,2008,TVC- Total,12. Total Trials (Sum of 1-11 Above),10.0,114,124
Mizoram,2008,TVC- Total,12. Total Trials (Sum of 1-11 Above),46.0,130,176
Nagaland,2008,TVC- Total,12. Total Trials (Sum of 1-11 Above),25.0,109,134
Odisha,2008,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,4771,4771
Rajasthan,2008,TVC- Total,12. Total Trials (Sum of 1-11 Above),2.0,7328,7330
Sikkim,2008,TVC- Total,12. Total Trials (Sum of 1-11 Above),5.0,19,24
Tamil Nadu,2008,TVC- Total,12. Total Trials (Sum of 1-11 Above),37.0,6704,6741
West Bengal,2008,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,7428,7428
Andhra Pradesh,2009,TVC- Total,12. Total Trials (Sum of 1-11 Above),2.0,8390,8392
Arunachal Pradesh,2009,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,39,39
Assam,2009,TVC- Total,12. Total Trials (Sum of 1-11 Above),155.0,2914,3069
Bihar,2009,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,14519,14519
Chandigarh,2009,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,161,161
Chhattisgarh,2009,TVC- Total,12. Total Trials (Sum of 1-11 Above),1136.0,2384,3520
Delhi,2009,TVC- Total,12. Total Trials (Sum of 1-11 Above),12.0,1688,1700
Gujarat,2009,TVC- Total,12. Total Trials (Sum of 1-11 Above),68.0,2611,2679
Haryana,2009,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,3696,3696
Himachal Pradesh,2009,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,742,742
Jammu & Kashmir,2009,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,1683,1683
Jharkhand,2009,TVC- Total,12. Total Trials (Sum of 1-11 Above),29.0,7167,7196
Karnataka,2009,TVC- Total,12. Total Trials (Sum of 1-11 Above),495.0,7049,7544
Kerala,2009,TVC- Total,12. Total Trials (Sum of 1-11 Above),11.0,6389,6400
Madhya Pradesh,2009,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,11467,11467
Maharashtra,2009,TVC- Total,12. Total Trials (Sum of 1-11 Above),15.0,9782,9797
Manipur,2009,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,9,9
Meghalaya,2009,TVC- Total,12. Total Trials (Sum of 1-11 Above),3.0,135,138
Mizoram,2009,TVC- Total,12. Total Trials (Sum of 1-11 Above),127.0,20,147
Nagaland,2009,TVC- Total,12. Total Trials (Sum of 1-11 Above),30.0,94,124
